UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id,timestamp,operator_id,material_lot
198,L00198,L,300.5,312.8,1670,42.9,80,0,0,0,0,0,0,LINE1-M01,2026-06-01T19:13:00,OP-102,MAT-8814
199,L00199,L,297.5,306.8,1168,51.6,82,0,0,0,0,0,0,LINE3-M02,2026-06-01T19:17:00,OP-111,MAT-8811
200,M00200,M,301.2,311.9,1432,29.3,85,0,0,0,0,0,0,LINE1-M02,2026-06-01T19:21:00,OP-101,MAT-8808
201,M00201,M,299.3,309.8,1846,53.5,88,1,0,0,1,0,0,LINE3-M02,2026-06-01T19:26:00,OP-103,MAT-8805
202,M00202,M,301.3,309.8,1249,61.0,91,1,0,1,0,0,0,LINE2-M01,2026-06-01T19:30:00,OP-101,MAT-8812
203,H00203,H,301.1,312.7,1527,37.7,96,0,0,0,0,0,0,LINE3-M02,2026-06-01T19:36:00,OP-104,MAT-8817
204,M00204,M,296.6,305.3,1659,23.2,99,0,0,0,0,0,0,LINE2-M02,2026-06-01T19:40:00,OP-100,MAT-8812
205,L00205,L,298.8,309.5,1820,38.5,101,0,0,0,0,0,0,LINE2-M02,2026-06-01T19:42:00,OP-108,MAT-8808
206,L00206,L,297.3,307.1,1552,34.3,103,0,0,0,0,0,0,LINE2-M02,2026-06-01T19:47:00,OP-108,MAT-8811
207,M00207,M,298.6,308.5,1510,40.7,106,0,0,0,0,0,0,LINE1-M01,2026-06-01T19:49:00,OP-111,MAT-8810
208,M00208,M,299.3,308.1,1792,34.7,109,0,0,0,0,0,0,LINE2-M02,2026-06-01T19:52:00,OP-102,MAT-8812
209,M00209,M,298.9,307.5,1403,48.6,112,0,0,0,0,0,0,LINE3-M02,2026-06-01T19:58:00,OP-111,MAT-8818
210,L00210,L,301.6,310.9,1711,48.3,114,0,0,0,0,0,0,LINE2-M02,2026-06-01T20:00:00,OP-111,MAT-8800
211,M00211,M,298.4,307.1,1168,47.7,117,0,0,0,0,0,0,LINE3-M01,2026-06-01T20:06:00,OP-111,MAT-8801
212,H00212,H,300.7,312.1,1367,53.2,122,0,0,0,0,0,0,LINE1-M01,2026-06-01T20:11:00,OP-100,MAT-8818
213,L00213,L,299.1,310.3,1784,43.7,124,0,0,0,0,0,0,LINE3-M01,2026-06-01T20:16:00,OP-106,MAT-8816
214,L00214,L,301.4,311.5,1168,68.9,126,0,0,0,0,0,0,LINE3-M01,2026-06-01T20:18:00,OP-108,MAT-8806
215,L00215,L,302.8,313.4,1327,28.3,128,0,0,0,0,0,0,LINE1-M02,2026-06-01T20:22:00,OP-108,MAT-8810
216,M00216,M,299.9,308.8,1168,43.0,131,0,0,0,0,0,0,LINE3-M02,2026-06-01T20:26:00,OP-103,MAT-8807
217,H00217,H,296.4,305.8,1168,45.6,136,0,0,0,0,0,0,LINE2-M01,2026-06-01T20:30:00,OP-111,MAT-8815
218,L00218,L,300.1,309.9,1168,27.0,138,1,0,0,1,0,0,LINE2-M01,2026-06-01T20:34:00,OP-109,MAT-8817
219,L00219,L,298.9,308.5,1406,33.7,140,0,0,0,0,0,0,LINE2-M01,2026-06-01T20:36:00,OP-105,MAT-8814
220,M00220,M,303.0,314.3,1389,33.5,143,0,0,0,0,0,0,LINE3-M02,2026-06-01T20:40:00,OP-102,MAT-8803
221,M00221,M,294.9,305.8,1168,40.4,146,0,0,0,0,0,0,LINE1-M01,2026-06-01T20:46:00,OP-100,MAT-8803
222,L00222,L,299.2,308.0,1483,29.7,148,0,0,0,0,0,0,LINE1-M01,2026-06-01T20:49:00,OP-106,MAT-8815
223,M00223,M,300.2,309.1,1405,40.5,151,0,0,0,0,0,0,LINE3-M01,2026-06-01T20:53:00,OP-101,MAT-8818
224,L00224,L,298.6,308.1,1599,26.8,153,0,0,0,0,0,0,LINE2-M01,2026-06-01T20:56:00,OP-100,MAT-8812
225,L00225,L,302.9,312.7,1200,52.8,155,0,0,0,0,0,0,LINE1-M01,2026-06-01T21:00:00,OP-104,MAT-8818
226,L00226,L,300.7,310.5,1763,30.8,157,0,0,0,0,0,0,LINE3-M02,2026-06-01T21:06:00,OP-102,MAT-8816
227,M00227,M,300.6,311.4,1585,41.0,160,0,0,0,0,0,0,LINE3-M02,2026-06-01T21:11:00,OP-111,MAT-8805
228,L00228,L,299.9,310.2,1651,51.1,162,0,0,0,0,0,0,LINE1-M02,2026-06-01T21:14:00,OP-106,MAT-8816
229,L00229,L,297.3,306.3,1586,32.7,164,0,0,0,0,0,0,LINE2-M02,2026-06-01T21:17:00,OP-103,MAT-8800
230,L00230,L,302.5,310.3,1684,37.1,166,0,0,0,0,0,0,LINE2-M01,2026-06-01T21:21:00,OP-104,MAT-8811
231,L00231,L,301.2,312.5,1219,37.2,168,0,0,0,0,0,0,LINE3-M02,2026-06-01T21:26:00,OP-111,MAT-8803
232,L00232,L,301.9,311.8,1168,39.0,170,0,0,0,0,0,0,LINE1-M02,2026-06-01T21:29:00,OP-102,MAT-8814
233,M00233,M,303.1,313.6,1603,49.9,173,0,0,0,0,0,0,LINE3-M01,2026-06-01T21:35:00,OP-103,MAT-8819
234,L00234,L,298.3,308.5,1766,16.6,175,1,0,0,1,0,0,LINE1-M01,2026-06-01T21:41:00,OP-108,MAT-8816
235,L00235,L,299.6,309.3,1450,48.6,177,0,0,0,0,0,0,LINE2-M01,2026-06-01T21:47:00,OP-108,MAT-8814
236,L00236,L,299.3,309.8,1987,43.0,179,0,0,0,0,0,0,LINE3-M02,2026-06-01T21:49:00,OP-110,MAT-8809
237,H00237,H,301.8,312.5,1432,45.6,184,0,0,0,0,0,0,LINE1-M01,2026-06-01T21:55:00,OP-106,MAT-8811
238,L00238,L,303.5,313.8,1734,31.3,186,0,0,0,0,0,0,LINE1-M02,2026-06-01T22:00:00,OP-106,MAT-8805
239,L00239,L,302.5,312.5,1425,57.6,188,0,0,0,0,0,0,LINE2-M02,2026-06-01T22:05:00,OP-107,MAT-8812
240,M00240,M,300.3,309.4,1526,50.0,191,0,0,0,0,0,0,LINE3-M02,2026-06-01T22:08:00,OP-101,MAT-8805
241,L00241,L,301.7,310.8,1720,34.0,193,0,0,0,0,0,0,LINE1-M02,2026-06-01T22:10:00,OP-107,MAT-8817
242,M00242,M,300.9,312.1,1221,57.1,196,0,0,0,0,0,0,LINE1-M02,2026-06-01T22:14:00,OP-103,MAT-8803
243,L00243,L,298.4,309.0,1334,45.5,198,0,0,0,0,0,0,LINE1-M01,2026-06-01T22:16:00,OP-101,MAT-8803
244,H00244,H,300.5,307.1,1570,30.0,203,0,0,0,0,0,0,LINE1-M01,2026-06-01T22:18:00,OP-106,MAT-8814
245,H00245,H,296.6,308.1,1833,29.8,208,0,0,0,0,0,0,LINE3-M02,2026-06-01T22:21:00,OP-103,MAT-8818
246,L00246,L,299.2,308.0,1593,36.7,210,0,0,0,0,0,0,LINE2-M01,2026-06-01T22:24:00,OP-110,MAT-8816
247,L00247,L,303.1,315.1,2003,48.1,212,1,0,0,1,0,0,LINE3-M01,2026-06-01T22:30:00,OP-110,MAT-8813
248,L00248,L,302.2,310.8,1744,29.9,214,0,0,0,0,0,0,LINE1-M02,2026-06-01T22:35:00,OP-106,MAT-8805
249,M00249,M,300.2,311.7,1168,40.7,217,0,0,0,0,0,0,LINE2-M01,2026-06-01T22:38:00,OP-108,MAT-8813
250,L00250,L,298.8,308.6,1353,48.2,219,1,1,0,0,0,0,LINE2-M01,2026-06-01T22:41:00,OP-107,MAT-8811
251,L00251,L,302.4,313.0,1592,29.7,221,1,1,0,0,0,0,LINE3-M01,2026-06-01T22:44:00,OP-107,MAT-8806
252,H00252,H,300.6,309.2,1675,55.4,226,1,0,0,1,0,0,LINE3-M01,2026-06-01T22:47:00,OP-106,MAT-8807
253,L00253,L,302.1,311.9,1369,45.1,228,0,0,0,0,0,0,LINE3-M02,2026-06-01T22:51:00,OP-107,MAT-8803
254,H00254,H,301.8,313.2,1665,40.1,233,1,1,0,0,0,0,LINE2-M01,2026-06-01T22:55:00,OP-109,MAT-8807
255,M00255,M,300.8,310.2,1603,40.4,236,1,1,0,0,0,0,LINE2-M01,2026-06-01T22:58:00,OP-106,MAT-8818
256,L00256,L,298.1,307.1,1168,23.3,238,1,1,0,1,0,0,LINE1-M02,2026-06-01T23:03:00,OP-102,MAT-8804
257,L00257,L,295.2,306.1,1779,35.0,240,1,1,0,0,0,0,LINE1-M01,2026-06-01T23:05:00,OP-100,MAT-8813
258,L00258,L,299.5,310.4,1728,43.7,0,0,0,0,0,0,0,LINE3-M02,2026-06-01T23:07:00,OP-110,MAT-8815
259,H00259,H,301.6,310.3,1521,26.3,5,0,0,0,0,0,0,LINE3-M02,2026-06-01T23:13:00,OP-108,MAT-8809
260,H00260,H,298.4,308.2,1606,58.3,10,1,0,0,1,0,0,LINE1-M01,2026-06-01T23:16:00,OP-108,MAT-8804
261,M00261,M,300.4,310.0,1522,40.7,13,0,0,0,0,0,0,LINE2-M02,2026-06-01T23:20:00,OP-109,MAT-8807
262,L00262,L,300.8,309.9,1512,38.5,15,0,0,0,0,0,0,LINE1-M02,2026-06-01T23:22:00,OP-106,MAT-8812
263,M00263,M,298.6,308.7,2161,35.3,18,0,0,0,0,0,0,LINE2-M02,2026-06-01T23:24:00,OP-110,MAT-8810
264,M00264,M,295.7,305.7,1667,49.3,21,0,0,0,0,0,0,LINE1-M01,2026-06-01T23:26:00,OP-111,MAT-8818
265,M00265,M,300.6,310.3,1580,23.7,24,0,0,0,0,0,0,LINE3-M01,2026-06-01T23:30:00,OP-102,MAT-8810
266,M00266,M,298.2,308.3,1312,32.3,27,0,0,0,0,0,0,LINE1-M02,2026-06-01T23:35:00,OP-102,MAT-8818
267,L00267,L,302.1,312.6,1740,32.4,29,0,0,0,0,0,0,LINE2-M02,2026-06-01T23:41:00,OP-111,MAT-8804
268,L00268,L,299.5,308.8,1497,49.4,31,0,0,0,0,0,0,LINE1-M01,2026-06-01T23:46:00,OP-105,MAT-8819
269,L00269,L,300.1,311.0,1615,30.6,33,0,0,0,0,0,0,LINE3-M02,2026-06-01T23:48:00,OP-107,MAT-8815
270,M00270,M,301.6,311.3,1528,26.9,36,0,0,0,0,0,0,LINE3-M02,2026-06-01T23:54:00,OP-101,MAT-8819
271,L00271,L,300.6,311.4,1803,25.9,38,0,0,0,0,0,0,LINE2-M01,2026-06-01T23:57:00,OP-111,MAT-8812
272,H00272,H,300.7,310.2,1389,40.5,43,0,0,0,0,0,0,LINE2-M02,2026-06-02T00:02:00,OP-101,MAT-8804
273,L00273,L,299.6,310.6,1564,65.4,45,1,0,0,1,0,0,LINE1-M01,2026-06-02T00:07:00,OP-101,MAT-8811
274,L00274,L,301.0,310.8,1493,35.8,47,0,0,0,0,0,0,LINE1-M01,2026-06-02T00:12:00,OP-109,MAT-8816
275,H00275,H,295.8,305.2,1833,37.1,52,0,0,0,0,0,0,LINE2-M01,2026-06-02T00:16:00,OP-101,MAT-8805
276,L00276,L,298.8,310.4,1688,42.7,54,0,0,0,0,0,0,LINE2-M01,2026-06-02T00:20:00,OP-111,MAT-8815
277,M00277,M,297.0,308.2,1450,52.7,57,0,0,0,0,0,0,LINE2-M02,2026-06-02T00:22:00,OP-109,MAT-8812
278,L00278,L,299.0,309.3,1341,46.3,59,0,0,0,0,0,0,LINE1-M02,2026-06-02T00:28:00,OP-105,MAT-8819
279,H00279,H,301.7,310.4,1569,58.8,64,1,0,0,1,0,0,LINE2-M02,2026-06-02T00:32:00,OP-109,MAT-8807
280,M00280,M,302.9,312.4,1304,44.6,67,0,0,0,0,0,0,LINE1-M01,2026-06-02T00:38:00,OP-111,MAT-8814
281,M00281,M,300.8,310.6,1585,58.3,70,1,0,0,1,0,0,LINE3-M02,2026-06-02T00:43:00,OP-102,MAT-8809
282,L00282,L,298.1,307.8,1706,34.6,72,0,0,0,0,0,0,LINE3-M02,2026-06-02T00:48:00,OP-108,MAT-8816
283,L00283,L,300.7,310.9,1281,37.4,74,0,0,0,0,0,0,LINE3-M01,2026-06-02T00:54:00,OP-101,MAT-8807
284,H00284,H,301.7,312.2,1471,41.8,79,0,0,0,0,0,0,LINE2-M02,2026-06-02T00:59:00,OP-101,MAT-8800
285,H00285,H,301.3,310.9,1560,33.1,84,0,0,0,0,0,0,LINE3-M01,2026-06-02T01:05:00,OP-107,MAT-8811
286,L00286,L,300.2,309.6,1630,33.4,86,0,0,0,0,0,0,LINE2-M01,2026-06-02T01:08:00,OP-107,MAT-8803
287,L00287,L,301.9,313.6,1445,38.8,88,0,0,0,0,0,0,LINE2-M02,2026-06-02T01:11:00,OP-105,MAT-8814
288,L00288,L,301.7,311.0,2050,44.2,90,1,0,0,1,0,0,LINE2-M01,2026-06-02T01:16:00,OP-104,MAT-8801
289,L00289,L,302.0,312.5,1419,50.7,92,0,0,0,0,0,0,LINE3-M01,2026-06-02T01:19:00,OP-105,MAT-8817
290,L00290,L,299.8,310.7,1480,31.3,94,0,0,0,0,0,0,LINE1-M02,2026-06-02T01:22:00,OP-106,MAT-8800
291,M00291,M,302.4,314.1,1282,49.6,97,0,0,0,0,0,0,LINE3-M01,2026-06-02T01:24:00,OP-103,MAT-8808
292,L00292,L,298.2,307.3,1671,38.4,99,0,0,0,0,0,0,LINE2-M01,2026-06-02T01:28:00,OP-107,MAT-8803
293,L00293,L,298.5,307.2,1404,40.4,101,0,0,0,0,0,0,LINE3-M02,2026-06-02T01:32:00,OP-109,MAT-8812
294,L00294,L,297.2,304.6,1420,63.4,103,1,0,0,1,0,0,LINE3-M02,2026-06-02T01:35:00,OP-109,MAT-8818
295,M00295,M,299.4,308.6,1614,52.5,106,0,0,0,0,0,0,LINE2-M02,2026-06-02T01:41:00,OP-109,MAT-8804
296,L00296,L,301.7,311.1,1627,33.2,108,0,0,0,0,0,0,LINE3-M01,2026-06-02T01:44:00,OP-107,MAT-8809
297,M00297,M,300.0,311.1,1370,34.5,111,0,0,0,0,0,0,LINE1-M02,2026-06-02T01:48:00,OP-102,MAT-8806
298,M00298,M,300.7,311.5,1494,28.4,114,0,0,0,0,0,0,LINE2-M02,2026-06-02T01:53:00,OP-107,MAT-8805
299,H00299,H,299.0,309.1,1931,45.5,119,1,0,0,1,0,0,LINE2-M01,2026-06-02T01:55:00,OP-108,MAT-8809
300,M00300,M,300.4,309.6,1692,39.6,122,0,0,0,0,0,0,LINE2-M02,2026-06-02T01:57:00,OP-108,MAT-8801
301,L00301,L,300.3,310.7,1190,56.6,124,0,0,0,0,0,0,LINE2-M01,2026-06-02T02:00:00,OP-107,MAT-8808
302,M00302,M,299.4,309.1,1759,45.5,127,0,0,0,0,0,0,LINE1-M01,2026-06-02T02:02:00,OP-111,MAT-8818
303,M00303,M,296.6,306.0,2276,28.9,130,0,0,0,0,0,0,LINE1-M01,2026-06-02T02:08:00,OP-103,MAT-8801
304,H00304,H,299.7,308.2,1821,34.1,135,0,0,0,0,0,0,LINE3-M02,2026-06-02T02:12:00,OP-104,MAT-8818
305,L00305,L,302.0,311.3,1718,35.8,137,0,0,0,0,0,0,LINE1-M02,2026-06-02T02:14:00,OP-100,MAT-8808
306,M00306,M,299.3,309.5,1562,38.8,140,0,0,0,0,0,0,LINE1-M02,2026-06-02T02:18:00,OP-107,MAT-8804
307,L00307,L,299.5,308.3,1234,37.8,142,0,0,0,0,0,0,LINE3-M01,2026-06-02T02:20:00,OP-106,MAT-8816
308,L00308,L,300.9,312.2,2187,35.6,144,0,0,0,0,0,0,LINE2-M01,2026-06-02T02:25:00,OP-111,MAT-8802
309,L00309,L,298.4,308.8,1329,41.2,146,0,0,0,0,0,0,LINE2-M01,2026-06-02T02:31:00,OP-106,MAT-8806
310,L00310,L,299.8,309.6,1467,47.6,148,0,0,0,0,0,0,LINE1-M02,2026-06-02T02:37:00,OP-105,MAT-8801
311,M00311,M,296.4,306.0,1422,42.9,151,0,0,0,0,0,0,LINE1-M02,2026-06-02T02:39:00,OP-107,MAT-8800
312,H00312,H,298.3,308.4,1236,45.4,156,0,0,0,0,0,0,LINE1-M02,2026-06-02T02:43:00,OP-101,MAT-8811
313,L00313,L,297.6,307.7,1874,59.3,158,1,0,0,1,0,0,LINE2-M02,2026-06-02T02:45:00,OP-111,MAT-8807
314,L00314,L,301.1,311.9,1474,27.0,160,0,0,0,0,0,0,LINE3-M02,2026-06-02T02:48:00,OP-100,MAT-8800
315,H00315,H,296.0,306.7,1269,44.2,165,0,0,0,0,0,0,LINE2-M01,2026-06-02T02:51:00,OP-103,MAT-8812
316,H00316,H,301.3,310.6,1403,51.4,170,0,0,0,0,0,0,LINE1-M02,2026-06-02T02:55:00,OP-102,MAT-8804
317,M00317,M,299.1,307.8,1731,32.5,173,0,0,0,0,0,0,LINE2-M01,2026-06-02T03:00:00,OP-110,MAT-8804
318,L00318,L,303.3,314.9,1395,19.9,175,1,0,0,1,0,0,LINE1-M01,2026-06-02T03:02:00,OP-109,MAT-8812
319,L00319,L,298.7,309.6,1484,28.4,177,0,0,0,0,0,0,LINE3-M02,2026-06-02T03:08:00,OP-111,MAT-8800
320,M00320,M,296.2,306.1,2294,21.2,180,0,0,0,0,0,0,LINE2-M01,2026-06-02T03:13:00,OP-103,MAT-8815
321,L00321,L,295.7,308.8,1772,40.1,182,0,0,0,0,0,0,LINE1-M02,2026-06-02T03:19:00,OP-105,MAT-8804
322,L00322,L,303.0,314.7,1467,54.2,184,0,0,0,0,0,0,LINE2-M01,2026-06-02T03:22:00,OP-100,MAT-8818
323,H00323,H,302.3,312.1,1168,52.7,189,0,0,0,0,0,0,LINE3-M02,2026-06-02T03:27:00,OP-110,MAT-8816
324,L00324,L,301.8,312.6,1551,50.4,191,0,0,0,0,0,0,LINE3-M01,2026-06-02T03:33:00,OP-104,MAT-8802
325,L00325,L,298.7,309.6,1690,43.6,193,0,0,0,0,0,0,LINE3-M02,2026-06-02T03:36:00,OP-106,MAT-8818
326,L00326,L,302.4,311.0,1441,41.9,195,0,0,0,0,0,0,LINE3-M02,2026-06-02T03:40:00,OP-111,MAT-8807
327,L00327,L,298.4,308.4,1208,26.0,197,1,0,0,1,0,0,LINE3-M01,2026-06-02T03:46:00,OP-104,MAT-8805
328,M00328,M,303.5,314.2,1508,47.9,200,0,0,0,0,0,0,LINE3-M02,2026-06-02T03:52:00,OP-102,MAT-8811
329,M00329,M,299.6,309.7,1444,33.4,203,0,0,0,0,0,0,LINE1-M02,2026-06-02T03:54:00,OP-106,MAT-8808
330,H00330,H,296.8,306.0,1444,33.5,208,1,1,0,0,0,0,LINE2-M02,2026-06-02T03:56:00,OP-108,MAT-8811
331,L00331,L,300.2,310.2,1168,54.7,210,1,0,0,0,1,0,LINE1-M01,2026-06-02T03:58:00,OP-100,MAT-8800
332,M00332,M,299.7,310.8,1658,51.6,213,0,0,0,0,0,0,LINE1-M02,2026-06-02T04:03:00,OP-103,MAT-8813
333,L00333,L,301.7,312.3,1534,53.4,215,1,0,0,0,1,0,LINE3-M01,2026-06-02T04:09:00,OP-102,MAT-8807
334,M00334,M,297.8,307.5,1268,51.2,218,1,1,0,0,0,0,LINE1-M02,2026-06-02T04:13:00,OP-100,MAT-8811
335,M00335,M,299.3,309.5,1397,32.2,221,0,0,0,0,0,0,LINE1-M01,2026-06-02T04:18:00,OP-102,MAT-8800
336,H00336,H,300.4,309.3,1763,48.5,226,1,1,0,0,0,0,LINE2-M01,2026-06-02T04:20:00,OP-110,MAT-8812
337,H00337,H,300.8,310.7,1636,33.1,231,1,1,0,0,0,0,LINE1-M01,2026-06-02T04:24:00,OP-103,MAT-8816
338,H00338,H,298.3,308.7,1271,38.2,236,1,1,0,0,0,0,LINE3-M02,2026-06-02T04:27:00,OP-101,MAT-8818
339,H00339,H,297.9,309.0,2294,30.8,0,0,0,0,0,0,0,LINE2-M02,2026-06-02T04:31:00,OP-104,MAT-8807
340,L00340,L,295.1,305.1,1508,51.1,2,0,0,0,0,0,0,LINE1-M01,2026-06-02T04:33:00,OP-102,MAT-8814
341,L00341,L,299.0,308.9,1355,55.7,4,0,0,0,0,0,0,LINE2-M02,2026-06-02T04:36:00,OP-107,MAT-8808
342,M00342,M,301.9,311.6,1780,50.8,7,1,0,0,1,0,0,LINE1-M01,2026-06-02T04:42:00,OP-105,MAT-8804
343,L00343,L,300.8,309.9,1331,52.6,9,0,0,0,0,0,0,LINE1-M02,2026-06-02T04:45:00,OP-107,MAT-8817
344,M00344,M,304.9,313.9,1772,43.0,12,0,0,0,0,0,0,LINE1-M01,2026-06-02T04:48:00,OP-100,MAT-8807
345,L00345,L,296.9,305.8,1416,14.3,14,1,0,0,1,0,0,LINE3-M02,2026-06-02T04:50:00,OP-101,MAT-8800
346,L00346,L,301.2,311.6,1440,35.6,16,0,0,0,0,0,0,LINE2-M01,2026-06-02T04:52:00,OP-102,MAT-8818
347,M00347,M,300.2,311.7,1509,41.9,19,0,0,0,0,0,0,LINE1-M02,2026-06-02T04:57:00,OP-103,MAT-8805
348,L00348,L,302.5,311.7,1625,26.7,21,0,0,0,0,0,0,LINE3-M01,2026-06-02T05:03:00,OP-110,MAT-8809
349,L00349,L,300.3,310.4,1500,42.4,23,0,0,0,0,0,0,LINE2-M01,2026-06-02T05:07:00,OP-106,MAT-8806
350,L00350,L,300.6,310.7,1440,64.6,25,1,0,0,1,0,0,LINE2-M02,2026-06-02T05:09:00,OP-107,MAT-8817
351,H00351,H,300.0,310.2,1344,35.1,30,0,0,0,0,0,0,LINE1-M01,2026-06-02T05:15:00,OP-104,MAT-8801
352,H00352,H,299.1,310.0,1568,40.1,35,0,0,0,0,0,0,LINE1-M01,2026-06-02T05:18:00,OP-110,MAT-8807
353,L00353,L,301.3,311.1,1441,22.1,37,1,0,0,1,0,0,LINE3-M02,2026-06-02T05:21:00,OP-105,MAT-8805
354,M00354,M,300.0,310.8,1189,35.3,40,0,0,0,0,0,0,LINE3-M01,2026-06-02T05:27:00,OP-109,MAT-8806
355,M00355,M,298.9,309.1,1747,31.8,43,1,0,0,0,0,1,LINE1-M01,2026-06-02T05:29:00,OP-100,MAT-8816
356,L00356,L,302.2,312.4,1876,36.5,45,0,0,0,0,0,0,LINE1-M01,2026-06-02T05:31:00,OP-109,MAT-8804
357,H00357,H,300.9,311.3,1448,43.7,50,0,0,0,0,0,0,LINE3-M02,2026-06-02T05:35:00,OP-109,MAT-8803
358,H00358,H,299.0,308.4,1319,49.0,55,0,0,0,0,0,0,LINE3-M02,2026-06-02T05:40:00,OP-110,MAT-8810
359,H00359,H,300.9,310.9,1520,44.7,60,0,0,0,0,0,0,LINE2-M01,2026-06-02T05:46:00,OP-110,MAT-8818
360,L00360,L,299.5,308.0,1613,43.3,62,0,0,0,0,0,0,LINE3-M01,2026-06-02T05:49:00,OP-111,MAT-8818
361,L00361,L,301.2,311.0,1790,25.0,64,0,0,0,0,0,0,LINE3-M02,2026-06-02T05:52:00,OP-109,MAT-8807
362,L00362,L,302.8,312.9,1265,33.7,66,0,0,0,0,0,0,LINE1-M02,2026-06-02T05:54:00,OP-105,MAT-8805
363,M00363,M,299.3,308.7,1580,37.5,69,0,0,0,0,0,0,LINE2-M01,2026-06-02T05:58:00,OP-104,MAT-8806
364,M00364,M,304.5,314.2,1527,33.1,72,0,0,0,0,0,0,LINE1-M02,2026-06-02T06:00:00,OP-107,MAT-8813
365,M00365,M,300.8,309.2,2008,23.5,75,0,0,0,0,0,0,LINE2-M01,2026-06-02T06:06:00,OP-107,MAT-8818
366,H00366,H,301.0,311.7,1287,33.1,80,0,0,0,0,0,0,LINE1-M02,2026-06-02T06:10:00,OP-104,MAT-8803
367,M00367,M,304.0,312.4,1807,38.6,83,0,0,0,0,0,0,LINE3-M01,2026-06-02T06:12:00,OP-105,MAT-8819
368,L00368,L,302.8,312.3,1236,44.2,85,0,0,0,0,0,0,LINE3-M02,2026-06-02T06:15:00,OP-102,MAT-8801
369,L00369,L,299.3,309.7,1492,47.2,87,0,0,0,0,0,0,LINE3-M02,2026-06-02T06:21:00,OP-110,MAT-8809
370,H00370,H,298.7,309.9,1435,53.6,92,0,0,0,0,0,0,LINE1-M01,2026-06-02T06:26:00,OP-105,MAT-8800
371,L00371,L,299.0,308.9,1480,35.3,94,0,0,0,0,0,0,LINE1-M01,2026-06-02T06:31:00,OP-100,MAT-8806
372,L00372,L,302.7,311.9,1347,35.3,96,0,0,0,0,0,0,LINE2-M02,2026-06-02T06:33:00,OP-107,MAT-8815
373,L00373,L,302.4,313.2,1676,49.9,98,0,0,0,0,0,0,LINE2-M01,2026-06-02T06:38:00,OP-107,MAT-8801
374,H00374,H,298.3,307.4,1263,33.7,103,0,0,0,0,0,0,LINE1-M01,2026-06-02T06:44:00,OP-111,MAT-8803
375,H00375,H,298.8,310.2,1794,47.4,108,0,0,0,0,0,0,LINE1-M01,2026-06-02T06:50:00,OP-106,MAT-8816
376,M00376,M,296.5,306.6,1343,64.3,111,1,0,0,1,0,0,LINE1-M02,2026-06-02T06:56:00,OP-104,MAT-8802
377,M00377,M,299.2,309.5,2258,65.0,114,1,0,0,1,0,0,LINE1-M01,2026-06-02T07:01:00,OP-103,MAT-8806
378,L00378,L,299.5,309.7,1437,39.8,116,0,0,0,0,0,0,LINE2-M01,2026-06-02T07:05:00,OP-101,MAT-8812
379,L00379,L,300.9,311.7,1511,56.7,118,0,0,0,0,0,0,LINE1-M02,2026-06-02T07:10:00,OP-101,MAT-8813
380,L00380,L,302.6,309.2,1656,36.5,120,0,0,0,0,0,0,LINE1-M01,2026-06-02T07:12:00,OP-104,MAT-8817
381,H00381,H,299.9,310.4,1532,29.7,125,0,0,0,0,0,0,LINE3-M02,2026-06-02T07:18:00,OP-100,MAT-8805
382,M00382,M,295.3,306.6,1483,20.7,128,1,0,0,1,0,0,LINE1-M02,2026-06-02T07:23:00,OP-105,MAT-8807
383,M00383,M,298.0,307.7,1446,30.3,131,0,0,0,0,0,0,LINE2-M01,2026-06-02T07:27:00,OP-103,MAT-8804
384,M00384,M,299.6,309.1,1617,40.1,134,0,0,0,0,0,0,LINE3-M02,2026-06-02T07:31:00,OP-109,MAT-8802
385,L00385,L,296.4,306.8,1168,29.1,136,0,0,0,0,0,0,LINE3-M02,2026-06-02T07:36:00,OP-100,MAT-8816
386,L00386,L,300.5,311.4,1410,27.9,138,0,0,0,0,0,0,LINE3-M01,2026-06-02T07:42:00,OP-102,MAT-8806
387,M00387,M,299.1,308.9,1454,38.8,141,0,0,0,0,0,0,LINE3-M01,2026-06-02T07:46:00,OP-104,MAT-8811
388,M00388,M,300.5,310.1,1627,52.3,144,0,0,0,0,0,0,LINE1-M02,2026-06-02T07:48:00,OP-107,MAT-8819
389,L00389,L,300.7,310.7,1495,32.5,146,0,0,0,0,0,0,LINE2-M01,2026-06-02T07:52:00,OP-104,MAT-8802
390,M00390,M,300.1,310.5,1525,26.9,149,0,0,0,0,0,0,LINE1-M01,2026-06-02T07:55:00,OP-110,MAT-8806
391,L00391,L,298.3,307.6,1230,40.9,151,0,0,0,0,0,0,LINE2-M01,2026-06-02T07:57:00,OP-110,MAT-8805
392,M00392,M,300.6,309.5,1568,32.2,154,0,0,0,0,0,0,LINE3-M02,2026-06-02T08:01:00,OP-106,MAT-8812
393,M00393,M,297.4,308.2,1550,28.1,157,0,0,0,0,0,0,LINE3-M02,2026-06-02T08:07:00,OP-109,MAT-8803
394,M00394,M,296.7,306.9,1183,32.5,160,0,0,0,0,0,0,LINE3-M02,2026-06-02T08:11:00,OP-104,MAT-8803
395,M00395,M,299.6,309.9,1827,44.6,163,0,0,0,0,0,0,LINE2-M02,2026-06-02T08:15:00,OP-103,MAT-8804
